Image_ID,Pothole,Number of Potholes,Level,Unnamed: 4,FullImagePath
pothole_image_24488,0,0,C,,C:/Users/patel/PythonProjects/potholes/Unified Dataset/Unified Dataset\pothole_image_24488.jpg
pothole_image_24489,0,0,C,,C:/Users/patel/PythonProjects/potholes/Unified Dataset/Unified Dataset\pothole_image_24489.jpg
pothole_image_24490,0,0,C,,C:/Users/patel/PythonProjects/potholes/Unified Dataset/Unified Dataset\pothole_image_24490.jpg
pothole_image_24491,0,0,C,,C:/Users/patel/PythonProjects/potholes/Unified Dataset/Unified Dataset\pothole_image_24491.jpg
pothole_image_24492,0,0,C,,C:/Users/patel/PythonProjects/potholes/Unified Dataset/Unified Dataset\pothole_image_24492.jpg
pothole_image_24493,0,0,C,,C:/Users/patel/PythonProjects/potholes/Unified Dataset/Unified Dataset\pothole_image_24493.jpg
pothole_image_24494,0,0,C,,C:/Users/patel/PythonProjects/potholes/Unified Dataset/Unified Dataset\pothole_image_24494.jpg
pothole_image_24495,0,0,C,,C:/Users/patel/PythonProjects/potholes/Unified Dataset/Unified Dataset\pothole_image_24495.jpg
pothole_image_24496,0,0,C,,C:/Users/patel/PythonProjects/potholes/Unified Dataset/Unified Dataset\pothole_image_24496.jpg
pothole_image_24497,0,0,C,,C:/Users/patel/PythonProjects/potholes/Unified Dataset/Unified Dataset\pothole_image_24497.jpg
pothole_image_24498,0,0,C,,C:/Users/patel/PythonProjects/potholes/Unified Dataset/Unified Dataset\pothole_image_24498.jpg
pothole_image_24499,0,0,C,,C:/Users/patel/PythonProjects/potholes/Unified Dataset/Unified Dataset\pothole_image_24499.jpg
pothole_image_245,0,0,C,,C:/Users/patel/PythonProjects/potholes/Unified Dataset/Unified Dataset\pothole_image_245.jpg
pothole_image_2450,0,0,C,,C:/Users/patel/PythonProjects/potholes/Unified Dataset/Unified Dataset\pothole_image_2450.jpg
pothole_image_24500,0,0,C,,C:/Users/patel/PythonProjects/potholes/Unified Dataset/Unified Dataset\pothole_image_24500.jpg
pothole_image_24501,0,0,C,,C:/Users/patel/PythonProjects/potholes/Unified Dataset/Unified Dataset\pothole_image_24501.jpg
pothole_image_24502,0,0,C,,C:/Users/patel/PythonProjects/potholes/Unified Dataset/Unified Dataset\pothole_image_24502.jpg
pothole_image_24503,0,0,C,,C:/Users/patel/PythonProjects/potholes/Unified Dataset/Unified Dataset\pothole_image_24503.jpg
pothole_image_24505,0,0,C,,C:/Users/patel/PythonProjects/potholes/Unified Dataset/Unified Dataset\pothole_image_24505.jpg
pothole_image_24506,0,0,C,,C:/Users/patel/PythonProjects/potholes/Unified Dataset/Unified Dataset\pothole_image_24506.jpg
pothole_image_24507,0,0,C,,C:/Users/patel/PythonProjects/potholes/Unified Dataset/Unified Dataset\pothole_image_24507.jpg
pothole_image_24508,0,0,C,,C:/Users/patel/PythonProjects/potholes/Unified Dataset/Unified Dataset\pothole_image_24508.jpg
pothole_image_24509,0,0,C,,C:/Users/patel/PythonProjects/potholes/Unified Dataset/Unified Dataset\pothole_image_24509.jpg
pothole_image_24510,0,0,C,,C:/Users/patel/PythonProjects/potholes/Unified Dataset/Unified Dataset\pothole_image_24510.jpg
pothole_image_24512,0,0,C,,C:/Users/patel/PythonProjects/potholes/Unified Dataset/Unified Dataset\pothole_image_24512.jpg
pothole_image_24513,0,0,C,,C:/Users/patel/PythonProjects/potholes/Unified Dataset/Unified Dataset\pothole_image_24513.jpg
pothole_image_24514,0,0,C,,C:/Users/patel/PythonProjects/potholes/Unified Dataset/Unified Dataset\pothole_image_24514.jpg
pothole_image_24515,0,0,C,,C:/Users/patel/PythonProjects/potholes/Unified Dataset/Unified Dataset\pothole_image_24515.jpg
pothole_image_24516,0,0,C,,C:/Users/patel/PythonProjects/potholes/Unified Dataset/Unified Dataset\pothole_image_24516.jpg
pothole_image_24517,0,0,C,,C:/Users/patel/PythonProjects/potholes/Unified Dataset/Unified Dataset\pothole_image_24517.jpg
pothole_image_24518,0,0,C,,C:/Users/patel/PythonProjects/potholes/Unified Dataset/Unified Dataset\pothole_image_24518.jpg
pothole_image_24519,0,0,C,,C:/Users/patel/PythonProjects/potholes/Unified Dataset/Unified Dataset\pothole_image_24519.jpg
pothole_image_2452,0,0,C,,C:/Users/patel/PythonProjects/potholes/Unified Dataset/Unified Dataset\pothole_image_2452.jpg
pothole_image_24520,0,0,C,,C:/Users/patel/PythonProjects/potholes/Unified Dataset/Unified Dataset\pothole_image_24520.jpg
pothole_image_24521,0,0,C,,C:/Users/patel/PythonProjects/potholes/Unified Dataset/Unified Dataset\pothole_image_24521.jpg
pothole_image_24522,0,0,C,,C:/Users/patel/PythonProjects/potholes/Unified Dataset/Unified Dataset\pothole_image_24522.jpg
pothole_image_24523,0,0,C,,C:/Users/patel/PythonProjects/potholes/Unified Dataset/Unified Dataset\pothole_image_24523.jpg
pothole_image_24524,0,0,C,,C:/Users/patel/PythonProjects/potholes/Unified Dataset/Unified Dataset\pothole_image_24524.jpg
pothole_image_24525,0,0,C,,C:/Users/patel/PythonProjects/potholes/Unified Dataset/Unified Dataset\pothole_image_24525.jpg
pothole_image_24526,0,0,C,,C:/Users/patel/PythonProjects/potholes/Unified Dataset/Unified Dataset\pothole_image_24526.jpg
pothole_image_24527,0,0,C,,C:/Users/patel/PythonProjects/potholes/Unified Dataset/Unified Dataset\pothole_image_24527.jpg
pothole_image_24528,0,0,C,,C:/Users/patel/PythonProjects/potholes/Unified Dataset/Unified Dataset\pothole_image_24528.jpg
pothole_image_24529,0,0,C,,C:/Users/patel/PythonProjects/potholes/Unified Dataset/Unified Dataset\pothole_image_24529.jpg
pothole_image_24530,0,0,C,,C:/Users/patel/PythonProjects/potholes/Unified Dataset/Unified Dataset\pothole_image_24530.jpg
pothole_image_24531,0,0,C,,C:/Users/patel/PythonProjects/potholes/Unified Dataset/Unified Dataset\pothole_image_24531.jpg
pothole_image_24532,0,0,C,,C:/Users/patel/PythonProjects/potholes/Unified Dataset/Unified Dataset\pothole_image_24532.jpg
pothole_image_24533,0,0,C,,C:/Users/patel/PythonProjects/potholes/Unified Dataset/Unified Dataset\pothole_image_24533.jpg
pothole_image_24534,0,0,C,,C:/Users/patel/PythonProjects/potholes/Unified Dataset/Unified Dataset\pothole_image_24534.jpg
pothole_image_24536,0,0,C,,C:/Users/patel/PythonProjects/potholes/Unified Dataset/Unified Dataset\pothole_image_24536.jpg
pothole_image_24537,0,0,C,,C:/Users/patel/PythonProjects/potholes/Unified Dataset/Unified Dataset\pothole_image_24537.jpg
pothole_image_24538,0,0,C,,C:/Users/patel/PythonProjects/potholes/Unified Dataset/Unified Dataset\pothole_image_24538.jpg
pothole_image_24539,0,0,C,,C:/Users/patel/PythonProjects/potholes/Unified Dataset/Unified Dataset\pothole_image_24539.jpg
pothole_image_2454,1,1,C,,C:/Users/patel/PythonProjects/potholes/Unified Dataset/Unified Dataset\pothole_image_2454.jpg
pothole_image_24540,0,0,C,,C:/Users/patel/PythonProjects/potholes/Unified Dataset/Unified Dataset\pothole_image_24540.jpg
pothole_image_24541,0,0,C,,C:/Users/patel/PythonProjects/potholes/Unified Dataset/Unified Dataset\pothole_image_24541.jpg
pothole_image_24542,0,0,C,,C:/Users/patel/PythonProjects/potholes/Unified Dataset/Unified Dataset\pothole_image_24542.jpg
pothole_image_24543,0,0,C,,C:/Users/patel/PythonProjects/potholes/Unified Dataset/Unified Dataset\pothole_image_24543.jpg
pothole_image_24544,0,0,C,,C:/Users/patel/PythonProjects/potholes/Unified Dataset/Unified Dataset\pothole_image_24544.jpg
pothole_image_24545,0,0,C,,C:/Users/patel/PythonProjects/potholes/Unified Dataset/Unified Dataset\pothole_image_24545.jpg
pothole_image_24546,0,0,C,,C:/Users/patel/PythonProjects/potholes/Unified Dataset/Unified Dataset\pothole_image_24546.jpg
pothole_image_24547,0,0,C,,C:/Users/patel/PythonProjects/potholes/Unified Dataset/Unified Dataset\pothole_image_24547.jpg
pothole_image_24548,0,0,C,,C:/Users/patel/PythonProjects/potholes/Unified Dataset/Unified Dataset\pothole_image_24548.jpg
pothole_image_24549,0,0,C,,C:/Users/patel/PythonProjects/potholes/Unified Dataset/Unified Dataset\pothole_image_24549.jpg
pothole_image_2455,1,1,C,,C:/Users/patel/PythonProjects/potholes/Unified Dataset/Unified Dataset\pothole_image_2455.jpg
pothole_image_24550,0,0,C,,C:/Users/patel/PythonProjects/potholes/Unified Dataset/Unified Dataset\pothole_image_24550.jpg
pothole_image_24551,0,0,C,,C:/Users/patel/PythonProjects/potholes/Unified Dataset/Unified Dataset\pothole_image_24551.jpg
pothole_image_24552,0,0,C,,C:/Users/patel/PythonProjects/potholes/Unified Dataset/Unified Dataset\pothole_image_24552.jpg
pothole_image_24553,0,0,C,,C:/Users/patel/PythonProjects/potholes/Unified Dataset/Unified Dataset\pothole_image_24553.jpg
pothole_image_24554,0,0,C,,C:/Users/patel/PythonProjects/potholes/Unified Dataset/Unified Dataset\pothole_image_24554.jpg
pothole_image_24555,0,0,C,,C:/Users/patel/PythonProjects/potholes/Unified Dataset/Unified Dataset\pothole_image_24555.jpg
pothole_image_24556,0,0,C,,C:/Users/patel/PythonProjects/potholes/Unified Dataset/Unified Dataset\pothole_image_24556.jpg
pothole_image_24557,0,0,C,,C:/Users/patel/PythonProjects/potholes/Unified Dataset/Unified Dataset\pothole_image_24557.jpg
pothole_image_24558,0,0,C,,C:/Users/patel/PythonProjects/potholes/Unified Dataset/Unified Dataset\pothole_image_24558.jpg
pothole_image_24559,0,0,C,,C:/Users/patel/PythonProjects/potholes/Unified Dataset/Unified Dataset\pothole_image_24559.jpg
pothole_image_24560,0,0,C,,C:/Users/patel/PythonProjects/potholes/Unified Dataset/Unified Dataset\pothole_image_24560.jpg
pothole_image_24561,0,0,C,,C:/Users/patel/PythonProjects/potholes/Unified Dataset/Unified Dataset\pothole_image_24561.jpg
pothole_image_24562,0,0,C,,C:/Users/patel/PythonProjects/potholes/Unified Dataset/Unified Dataset\pothole_image_24562.jpg
pothole_image_24563,0,0,C,,C:/Users/patel/PythonProjects/potholes/Unified Dataset/Unified Dataset\pothole_image_24563.jpg
pothole_image_24564,0,0,C,,C:/Users/patel/PythonProjects/potholes/Unified Dataset/Unified Dataset\pothole_image_24564.jpg
pothole_image_24566,0,0,C,,C:/Users/patel/PythonProjects/potholes/Unified Dataset/Unified Dataset\pothole_image_24566.jpg
pothole_image_24568,0,0,C,,C:/Users/patel/PythonProjects/potholes/Unified Dataset/Unified Dataset\pothole_image_24568.jpg
pothole_image_24569,0,0,C,,C:/Users/patel/PythonProjects/potholes/Unified Dataset/Unified Dataset\pothole_image_24569.jpg
pothole_image_24570,0,0,C,,C:/Users/patel/PythonProjects/potholes/Unified Dataset/Unified Dataset\pothole_image_24570.jpg
pothole_image_24571,0,0,C,,C:/Users/patel/PythonProjects/potholes/Unified Dataset/Unified Dataset\pothole_image_24571.jpg
pothole_image_24572,0,0,C,,C:/Users/patel/PythonProjects/potholes/Unified Dataset/Unified Dataset\pothole_image_24572.jpg
pothole_image_24573,0,0,C,,C:/Users/patel/PythonProjects/potholes/Unified Dataset/Unified Dataset\pothole_image_24573.jpg
pothole_image_24574,0,0,C,,C:/Users/patel/PythonProjects/potholes/Unified Dataset/Unified Dataset\pothole_image_24574.jpg
pothole_image_24575,0,0,C,,C:/Users/patel/PythonProjects/potholes/Unified Dataset/Unified Dataset\pothole_image_24575.jpg
pothole_image_24577,0,0,C,,C:/Users/patel/PythonProjects/potholes/Unified Dataset/Unified Dataset\pothole_image_24577.jpg
pothole_image_24578,0,0,C,,C:/Users/patel/PythonProjects/potholes/Unified Dataset/Unified Dataset\pothole_image_24578.jpg
pothole_image_24579,0,0,C,,C:/Users/patel/PythonProjects/potholes/Unified Dataset/Unified Dataset\pothole_image_24579.jpg
pothole_image_24580,0,0,C,,C:/Users/patel/PythonProjects/potholes/Unified Dataset/Unified Dataset\pothole_image_24580.jpg
pothole_image_24581,0,0,C,,C:/Users/patel/PythonProjects/potholes/Unified Dataset/Unified Dataset\pothole_image_24581.jpg
pothole_image_24582,0,0,C,,C:/Users/patel/PythonProjects/potholes/Unified Dataset/Unified Dataset\pothole_image_24582.jpg
pothole_image_24583,0,0,C,,C:/Users/patel/PythonProjects/potholes/Unified Dataset/Unified Dataset\pothole_image_24583.jpg
pothole_image_24584,0,0,C,,C:/Users/patel/PythonProjects/potholes/Unified Dataset/Unified Dataset\pothole_image_24584.jpg
pothole_image_24585,0,0,C,,C:/Users/patel/PythonProjects/potholes/Unified Dataset/Unified Dataset\pothole_image_24585.jpg
pothole_image_24586,0,0,C,,C:/Users/patel/PythonProjects/potholes/Unified Dataset/Unified Dataset\pothole_image_24586.jpg
pothole_image_24587,0,0,C,,C:/Users/patel/PythonProjects/potholes/Unified Dataset/Unified Dataset\pothole_image_24587.jpg
pothole_image_24588,0,0,C,,C:/Users/patel/PythonProjects/potholes/Unified Dataset/Unified Dataset\pothole_image_24588.jpg
pothole_image_24589,0,0,C,,C:/Users/patel/PythonProjects/potholes/Unified Dataset/Unified Dataset\pothole_image_24589.jpg
pothole_image_24590,0,0,C,,C:/Users/patel/PythonProjects/potholes/Unified Dataset/Unified Dataset\pothole_image_24590.jpg
pothole_image_24591,0,0,C,,C:/Users/patel/PythonProjects/potholes/Unified Dataset/Unified Dataset\pothole_image_24591.jpg
pothole_image_24592,0,0,C,,C:/Users/patel/PythonProjects/potholes/Unified Dataset/Unified Dataset\pothole_image_24592.jpg
pothole_image_24593,0,0,C,,C:/Users/patel/PythonProjects/potholes/Unified Dataset/Unified Dataset\pothole_image_24593.jpg
pothole_image_24594,0,0,C,,C:/Users/patel/PythonProjects/potholes/Unified Dataset/Unified Dataset\pothole_image_24594.jpg
pothole_image_24595,0,0,C,,C:/Users/patel/PythonProjects/potholes/Unified Dataset/Unified Dataset\pothole_image_24595.jpg
pothole_image_24596,0,0,C,,C:/Users/patel/PythonProjects/potholes/Unified Dataset/Unified Dataset\pothole_image_24596.jpg
pothole_image_24597,0,0,C,,C:/Users/patel/PythonProjects/potholes/Unified Dataset/Unified Dataset\pothole_image_24597.jpg
pothole_image_24598,0,0,C,,C:/Users/patel/PythonProjects/potholes/Unified Dataset/Unified Dataset\pothole_image_24598.jpg
pothole_image_24599,0,0,C,,C:/Users/patel/PythonProjects/potholes/Unified Dataset/Unified Dataset\pothole_image_24599.jpg
pothole_image_246,0,0,C,,C:/Users/patel/PythonProjects/potholes/Unified Dataset/Unified Dataset\pothole_image_246.jpg
pothole_image_24600,0,0,C,,C:/Users/patel/PythonProjects/potholes/Unified Dataset/Unified Dataset\pothole_image_24600.jpg
pothole_image_24601,0,0,C,,C:/Users/patel/PythonProjects/potholes/Unified Dataset/Unified Dataset\pothole_image_24601.jpg
pothole_image_24602,0,0,C,,C:/Users/patel/PythonProjects/potholes/Unified Dataset/Unified Dataset\pothole_image_24602.jpg
pothole_image_24603,0,0,C,,C:/Users/patel/PythonProjects/potholes/Unified Dataset/Unified Dataset\pothole_image_24603.jpg
pothole_image_24604,0,0,C,,C:/Users/patel/PythonProjects/potholes/Unified Dataset/Unified Dataset\pothole_image_24604.jpg
pothole_image_24605,0,0,C,,C:/Users/patel/PythonProjects/potholes/Unified Dataset/Unified Dataset\pothole_image_24605.jpg
pothole_image_24606,0,0,C,,C:/Users/patel/PythonProjects/potholes/Unified Dataset/Unified Dataset\pothole_image_24606.jpg
pothole_image_24607,0,0,C,,C:/Users/patel/PythonProjects/potholes/Unified Dataset/Unified Dataset\pothole_image_24607.jpg
pothole_image_24608,0,0,C,,C:/Users/patel/PythonProjects/potholes/Unified Dataset/Unified Dataset\pothole_image_24608.jpg
pothole_image_24609,0,0,C,,C:/Users/patel/PythonProjects/potholes/Unified Dataset/Unified Dataset\pothole_image_24609.jpg
pothole_image_2461,0,0,C,,C:/Users/patel/PythonProjects/potholes/Unified Dataset/Unified Dataset\pothole_image_2461.jpg
pothole_image_24610,0,0,C,,C:/Users/patel/PythonProjects/potholes/Unified Dataset/Unified Dataset\pothole_image_24610.jpg
pothole_image_24611,0,0,C,,C:/Users/patel/PythonProjects/potholes/Unified Dataset/Unified Dataset\pothole_image_24611.jpg
pothole_image_24612,0,0,C,,C:/Users/patel/PythonProjects/potholes/Unified Dataset/Unified Dataset\pothole_image_24612.jpg
pothole_image_24613,0,0,C,,C:/Users/patel/PythonProjects/potholes/Unified Dataset/Unified Dataset\pothole_image_24613.jpg
pothole_image_24614,0,0,C,,C:/Users/patel/PythonProjects/potholes/Unified Dataset/Unified Dataset\pothole_image_24614.jpg
pothole_image_24615,0,0,C,,C:/Users/patel/PythonProjects/potholes/Unified Dataset/Unified Dataset\pothole_image_24615.jpg
pothole_image_24616,0,0,C,,C:/Users/patel/PythonProjects/potholes/Unified Dataset/Unified Dataset\pothole_image_24616.jpg
pothole_image_24617,0,0,C,,C:/Users/patel/PythonProjects/potholes/Unified Dataset/Unified Dataset\pothole_image_24617.jpg
pothole_image_24618,0,0,C,,C:/Users/patel/PythonProjects/potholes/Unified Dataset/Unified Dataset\pothole_image_24618.jpg
pothole_image_24619,0,0,C,,C:/Users/patel/PythonProjects/potholes/Unified Dataset/Unified Dataset\pothole_image_24619.jpg
pothole_image_24620,0,0,C,,C:/Users/patel/PythonProjects/potholes/Unified Dataset/Unified Dataset\pothole_image_24620.jpg
pothole_image_24621,0,0,C,,C:/Users/patel/PythonProjects/potholes/Unified Dataset/Unified Dataset\pothole_image_24621.jpg
pothole_image_24622,0,0,C,,C:/Users/patel/PythonProjects/potholes/Unified Dataset/Unified Dataset\pothole_image_24622.jpg
pothole_image_24623,0,0,C,,C:/Users/patel/PythonProjects/potholes/Unified Dataset/Unified Dataset\pothole_image_24623.jpg
pothole_image_24624,0,0,C,,C:/Users/patel/PythonProjects/potholes/Unified Dataset/Unified Dataset\pothole_image_24624.jpg
pothole_image_24625,0,0,C,,C:/Users/patel/PythonProjects/potholes/Unified Dataset/Unified Dataset\pothole_image_24625.jpg
pothole_image_24626,0,0,C,,C:/Users/patel/PythonProjects/potholes/Unified Dataset/Unified Dataset\pothole_image_24626.jpg
pothole_image_24627,0,0,C,,C:/Users/patel/PythonProjects/potholes/Unified Dataset/Unified Dataset\pothole_image_24627.jpg
pothole_image_24628,0,0,C,,C:/Users/patel/PythonProjects/potholes/Unified Dataset/Unified Dataset\pothole_image_24628.jpg
pothole_image_24629,0,0,C,,C:/Users/patel/PythonProjects/potholes/Unified Dataset/Unified Dataset\pothole_image_24629.jpg
pothole_image_2463,0,0,C,,C:/Users/patel/PythonProjects/potholes/Unified Dataset/Unified Dataset\pothole_image_2463.jpg
pothole_image_24631,0,0,C,,C:/Users/patel/PythonProjects/potholes/Unified Dataset/Unified Dataset\pothole_image_24631.jpg
pothole_image_24634,0,0,C,,C:/Users/patel/PythonProjects/potholes/Unified Dataset/Unified Dataset\pothole_image_24634.jpg
pothole_image_24635,0,0,C,,C:/Users/patel/PythonProjects/potholes/Unified Dataset/Unified Dataset\pothole_image_24635.jpg
pothole_image_24636,0,0,C,,C:/Users/patel/PythonProjects/potholes/Unified Dataset/Unified Dataset\pothole_image_24636.jpg
pothole_image_24637,0,0,C,,C:/Users/patel/PythonProjects/potholes/Unified Dataset/Unified Dataset\pothole_image_24637.jpg
pothole_image_24638,0,0,C,,C:/Users/patel/PythonProjects/potholes/Unified Dataset/Unified Dataset\pothole_image_24638.jpg
pothole_image_24639,0,0,C,,C:/Users/patel/PythonProjects/potholes/Unified Dataset/Unified Dataset\pothole_image_24639.jpg
pothole_image_24640,0,0,C,,C:/Users/patel/PythonProjects/potholes/Unified Dataset/Unified Dataset\pothole_image_24640.jpg
pothole_image_24641,0,0,C,,C:/Users/patel/PythonProjects/potholes/Unified Dataset/Unified Dataset\pothole_image_24641.jpg
pothole_image_24642,0,0,C,,C:/Users/patel/PythonProjects/potholes/Unified Dataset/Unified Dataset\pothole_image_24642.jpg
pothole_image_24643,0,0,C,,C:/Users/patel/PythonProjects/potholes/Unified Dataset/Unified Dataset\pothole_image_24643.jpg
pothole_image_24644,0,0,C,,C:/Users/patel/PythonProjects/potholes/Unified Dataset/Unified Dataset\pothole_image_24644.jpg
pothole_image_24645,0,0,C,,C:/Users/patel/PythonProjects/potholes/Unified Dataset/Unified Dataset\pothole_image_24645.jpg
pothole_image_24646,0,0,C,,C:/Users/patel/PythonProjects/potholes/Unified Dataset/Unified Dataset\pothole_image_24646.jpg
pothole_image_24647,0,0,C,,C:/Users/patel/PythonProjects/potholes/Unified Dataset/Unified Dataset\pothole_image_24647.jpg
pothole_image_24648,0,0,C,,C:/Users/patel/PythonProjects/potholes/Unified Dataset/Unified Dataset\pothole_image_24648.jpg
pothole_image_24649,0,0,C,,C:/Users/patel/PythonProjects/potholes/Unified Dataset/Unified Dataset\pothole_image_24649.jpg
pothole_image_24650,0,0,C,,C:/Users/patel/PythonProjects/potholes/Unified Dataset/Unified Dataset\pothole_image_24650.jpg
pothole_image_24651,0,0,C,,C:/Users/patel/PythonProjects/potholes/Unified Dataset/Unified Dataset\pothole_image_24651.jpg
pothole_image_24652,0,0,C,,C:/Users/patel/PythonProjects/potholes/Unified Dataset/Unified Dataset\pothole_image_24652.jpg
pothole_image_24653,0,0,C,,C:/Users/patel/PythonProjects/potholes/Unified Dataset/Unified Dataset\pothole_image_24653.jpg
pothole_image_24654,0,0,C,,C:/Users/patel/PythonProjects/potholes/Unified Dataset/Unified Dataset\pothole_image_24654.jpg
pothole_image_24655,0,0,C,,C:/Users/patel/PythonProjects/potholes/Unified Dataset/Unified Dataset\pothole_image_24655.jpg
pothole_image_24656,0,0,C,,C:/Users/patel/PythonProjects/potholes/Unified Dataset/Unified Dataset\pothole_image_24656.jpg
pothole_image_24657,0,0,C,,C:/Users/patel/PythonProjects/potholes/Unified Dataset/Unified Dataset\pothole_image_24657.jpg
pothole_image_24658,0,0,C,,C:/Users/patel/PythonProjects/potholes/Unified Dataset/Unified Dataset\pothole_image_24658.jpg
pothole_image_24659,0,0,C,,C:/Users/patel/PythonProjects/potholes/Unified Dataset/Unified Dataset\pothole_image_24659.jpg
pothole_image_24660,0,0,C,,C:/Users/patel/PythonProjects/potholes/Unified Dataset/Unified Dataset\pothole_image_24660.jpg
pothole_image_24661,0,0,C,,C:/Users/patel/PythonProjects/potholes/Unified Dataset/Unified Dataset\pothole_image_24661.jpg
pothole_image_24662,0,0,C,,C:/Users/patel/PythonProjects/potholes/Unified Dataset/Unified Dataset\pothole_image_24662.jpg
pothole_image_24663,0,0,C,,C:/Users/patel/PythonProjects/potholes/Unified Dataset/Unified Dataset\pothole_image_24663.jpg
pothole_image_24664,0,0,C,,C:/Users/patel/PythonProjects/potholes/Unified Dataset/Unified Dataset\pothole_image_24664.jpg
pothole_image_24665,0,0,C,,C:/Users/patel/PythonProjects/potholes/Unified Dataset/Unified Dataset\pothole_image_24665.jpg
pothole_image_24666,0,0,C,,C:/Users/patel/PythonProjects/potholes/Unified Dataset/Unified Dataset\pothole_image_24666.jpg
pothole_image_24667,0,0,C,,C:/Users/patel/PythonProjects/potholes/Unified Dataset/Unified Dataset\pothole_image_24667.jpg
pothole_image_24668,0,0,C,,C:/Users/patel/PythonProjects/potholes/Unified Dataset/Unified Dataset\pothole_image_24668.jpg
pothole_image_24669,0,0,C,,C:/Users/patel/PythonProjects/potholes/Unified Dataset/Unified Dataset\pothole_image_24669.jpg
pothole_image_24671,0,0,C,,C:/Users/patel/PythonProjects/potholes/Unified Dataset/Unified Dataset\pothole_image_24671.jpg
pothole_image_24672,0,0,C,,C:/Users/patel/PythonProjects/potholes/Unified Dataset/Unified Dataset\pothole_image_24672.jpg
pothole_image_24673,0,0,C,,C:/Users/patel/PythonProjects/potholes/Unified Dataset/Unified Dataset\pothole_image_24673.jpg
pothole_image_24674,0,0,C,,C:/Users/patel/PythonProjects/potholes/Unified Dataset/Unified Dataset\pothole_image_24674.jpg
pothole_image_24675,0,0,C,,C:/Users/patel/PythonProjects/potholes/Unified Dataset/Unified Dataset\pothole_image_24675.jpg
pothole_image_24676,0,0,C,,C:/Users/patel/PythonProjects/potholes/Unified Dataset/Unified Dataset\pothole_image_24676.jpg
pothole_image_24677,0,0,C,,C:/Users/patel/PythonProjects/potholes/Unified Dataset/Unified Dataset\pothole_image_24677.jpg
pothole_image_24678,0,0,C,,C:/Users/patel/PythonProjects/potholes/Unified Dataset/Unified Dataset\pothole_image_24678.jpg
pothole_image_24679,0,0,C,,C:/Users/patel/PythonProjects/potholes/Unified Dataset/Unified Dataset\pothole_image_24679.jpg
pothole_image_2468,1,1,C,,C:/Users/patel/PythonProjects/potholes/Unified Dataset/Unified Dataset\pothole_image_2468.jpg
pothole_image_24680,0,0,C,,C:/Users/patel/PythonProjects/potholes/Unified Dataset/Unified Dataset\pothole_image_24680.jpg
pothole_image_24681,0,0,C,,C:/Users/patel/PythonProjects/potholes/Unified Dataset/Unified Dataset\pothole_image_24681.jpg
pothole_image_24682,0,0,C,,C:/Users/patel/PythonProjects/potholes/Unified Dataset/Unified Dataset\pothole_image_24682.jpg
pothole_image_24683,0,0,C,,C:/Users/patel/PythonProjects/potholes/Unified Dataset/Unified Dataset\pothole_image_24683.jpg
pothole_image_24684,0,0,C,,C:/Users/patel/PythonProjects/potholes/Unified Dataset/Unified Dataset\pothole_image_24684.jpg
pothole_image_24685,0,0,C,,C:/Users/patel/PythonProjects/potholes/Unified Dataset/Unified Dataset\pothole_image_24685.jpg
pothole_image_24686,0,0,C,,C:/Users/patel/PythonProjects/potholes/Unified Dataset/Unified Dataset\pothole_image_24686.jpg
pothole_image_24688,0,0,C,,C:/Users/patel/PythonProjects/potholes/Unified Dataset/Unified Dataset\pothole_image_24688.jpg
pothole_image_24689,0,0,C,,C:/Users/patel/PythonProjects/potholes/Unified Dataset/Unified Dataset\pothole_image_24689.jpg
pothole_image_2469,1,2,C,,C:/Users/patel/PythonProjects/potholes/Unified Dataset/Unified Dataset\pothole_image_2469.jpg
pothole_image_24691,0,0,C,,C:/Users/patel/PythonProjects/potholes/Unified Dataset/Unified Dataset\pothole_image_24691.jpg
pothole_image_24692,0,0,C,,C:/Users/patel/PythonProjects/potholes/Unified Dataset/Unified Dataset\pothole_image_24692.jpg
pothole_image_24693,0,0,C,,C:/Users/patel/PythonProjects/potholes/Unified Dataset/Unified Dataset\pothole_image_24693.jpg
pothole_image_24694,0,0,C,,C:/Users/patel/PythonProjects/potholes/Unified Dataset/Unified Dataset\pothole_image_24694.jpg
pothole_image_24695,0,0,C,,C:/Users/patel/PythonProjects/potholes/Unified Dataset/Unified Dataset\pothole_image_24695.jpg
pothole_image_24696,0,0,C,,C:/Users/patel/PythonProjects/potholes/Unified Dataset/Unified Dataset\pothole_image_24696.jpg
pothole_image_24697,0,0,C,,C:/Users/patel/PythonProjects/potholes/Unified Dataset/Unified Dataset\pothole_image_24697.jpg
pothole_image_24698,0,0,C,,C:/Users/patel/PythonProjects/potholes/Unified Dataset/Unified Dataset\pothole_image_24698.jpg
pothole_image_24699,0,0,C,,C:/Users/patel/PythonProjects/potholes/Unified Dataset/Unified Dataset\pothole_image_24699.jpg
pothole_image_247,0,0,C,,C:/Users/patel/PythonProjects/potholes/Unified Dataset/Unified Dataset\pothole_image_247.jpg
pothole_image_24700,0,0,C,,C:/Users/patel/PythonProjects/potholes/Unified Dataset/Unified Dataset\pothole_image_24700.jpg
pothole_image_24701,0,0,C,,C:/Users/patel/PythonProjects/potholes/Unified Dataset/Unified Dataset\pothole_image_24701.jpg
pothole_image_24702,0,0,C,,C:/Users/patel/PythonProjects/potholes/Unified Dataset/Unified Dataset\pothole_image_24702.jpg
